id,created_at,title,link,organizer,category,instructor,level,rating,fee,description,image
258,2023-12-16 16:47:23.175286+00,Principios de Economíaaplicados a Negocios,https://www.edx.org/learn/economics/tecnologico-de-monterrey-principios-de-economia-aplicados-a-negocios,Tecnológico de Monterrey,Economics & Finance,,Advanced,,,"Decision Making, Economic Modeling, Economics",https://prod-discovery.edx-cdn.org/media/course/image/117d7679-3aae-4767-8c67-6c9a7c1499f6-22d08300ee51.png
135,2023-12-16 16:47:23.175286+00,Facebook Ads: Cómoutilizar el poder de lapublicidad en Facebook,https://www.edx.org/learn/marketing/universidad-galileo-facebook-ads-como-utilizar-el-poder-de-la-publicidad-en-facebook,Universidad Galileo,Communication,,Introductory,,,"Persona (User Experience), Digital Marketing, Facebook Ads, Marketing, Demand Generation, Digital Media Strategy, Advertising Campaigns, Bidding, A/B Testing, Community Management, Digital Skills",https://prod-discovery.edx-cdn.org/media/course/image/8721fa51-087f-4256-92ab-07c0e62b6800-a2e7e60ab7da.small.png
136,2023-12-16 16:47:23.175286+00,Feature Engineering,https://myskill.id/course/feature-engineering,Myskill,Data Science & Data Analysis,Nouval Habiebie,,4.51,Berbayar,"Pada kali ini kita akan mempelajari tentang feature engineering yang meliputi transformasi data, standardisasi data, dan akan membahas encoding",https://image.myskill.id/elearning-poster/qI4QM8jT2g99ABrlMp6p/thumbnail.png
137,2023-12-16 16:47:23.175286+00,Feature Extraction,https://myskill.id/course/feature-extraction,Myskill,Data Science & Data Analysis,Nouval Habiebie,,4.51,Berbayar,"Pada pembelajaran kali ini kita akan mempelajari mengenai feature extraction yang meliputi math operation, creating new columns, dan change values",https://image.myskill.id/elearning-poster/rxqgtUp715jXBK6GJjpg/thumbnail.png
138,2023-12-16 16:47:23.175286+00,Financial accounting andcapital markets,https://www.edx.org/learn/financial-accounting/university-of-cambridge-financial-accounting-and-capital-markets,University of Cambridge,Economics & Finance,,Intermediate,,,"Loans, Depreciation, Cash Flows, Financial Modeling, Strategic Decision-Making, Capital Markets, Financial Market, Financial Accounting, Accounting, Share Capital, Financial Statements, Accruals",https://prod-discovery.edx-cdn.org/media/course/image/cb94088e-af92-4043-8aa1-a333e686662c-bb6cd36288a3.jpeg
139,2023-12-16 16:47:23.175286+00,Financial Development andFinancial Inclusion,https://www.edx.org/learn/financial-management/the-international-monetary-fund-financial-development-and-financial-inclusion,The International Monetary Fund,Economics & Finance,,Intermediate,,,"Equity Markets, Financial Technology (FinTech), Financial Market, Investment Banking",https://prod-discovery.edx-cdn.org/media/course/image/f9c23be1-aba6-422d-a10e-b3c02331426d-b1ccfd3b305b.small.png
140,2023-12-16 16:47:23.175286+00,Financial Market Analysis,https://www.edx.org/learn/finance/the-international-monetary-fund-financial-market-analysis,The International Monetary Fund,Economics & Finance,,Intermediate,,,"Demonstration Skills, Financial Data Analysis, Financial Analysis, Stock Markets, Monetary Policies, Finance, Macroeconomics, Financial Market, Market Analysis, Securities (Finance)",https://prod-discovery.edx-cdn.org/media/course/image/a7b81597-0819-4c7e-bb96-d3681c702b1a-40a4c9708cee.png
141,2023-12-16 16:47:23.175286+00,"Financial Programmingand Policies, Part 1:Macroeconomic Account…",https://www.edx.org/learn/finance/the-international-monetary-fund-financial-programming-and-policies-part-1-macroeconomic-accounts-analysis,The International Monetary Fund,Economics & Finance,,Intermediate,,,"Economics, Capacity Development, Economic Policy",https://prod-discovery.edx-cdn.org/media/course/image/d9a36013-a7f0-446b-9be0-39ac52c45570-34fc3af32ed7.jpg
142,2023-12-16 16:47:23.175286+00,Finanzas e inversionespara no financieros,https://www.edx.org/learn/finance/universidad-del-rosario-finanzas-e-inversiones-para-no-financieros,Universidad del Rosario,Economics & Finance,,Introductory,,,None,https://prod-discovery.edx-cdn.org/media/course/image/0520b187-c97e-4690-b73b-e7c4e3982d47-dba6c870fba6.jpeg
143,2023-12-16 16:47:23.175286+00,Finding the Brand Benefit,https://myskill.id/course/finding-brand-benefit,Myskill,Digital Marketing,Ryan Dwana,"Beginner ",4.61,Berbayar,"Dalam materi kali ini, kamu akan mempelajari tentang cara menilai dan mengevaluasi marketing materials yang menjadi ujung tombak dari komunikasi pemasaran. Hal ini untuk memastikan bahwa konten dan material yang disampaikan kepada audiens bisa dipahami dan mendukung tujuan dari pemasaran.",https://image.myskill.id/elearning-poster/DF2V4M1iuHTicMs5utT4/thumbnail.png
144,2023-12-16 16:47:23.175286+00,Foundations of Data Science: K-Means Clustering in Python,https://www.coursera.org/learn/data-science-k-means-clustering-python,Coursera,Data Science & Data Analysis, Dr Matthew Yee-King ,,4.6,Gratis,"Organisasi di seluruh dunia menggunakan data untuk memprediksi perilaku dan mengekstrak wawasan dunia nyata yang berharga untuk mengambil keputusan. Mengelola dan menganalisis data besar telah menjadi bagian penting dari keuangan modern, ritel, pemasaran, ilmu sosial, pengembangan dan penelitian, kedokteran, dan pemerintahan. MOOC ini, yang dirancang oleh tim akademis dari Goldsmiths, University of London, akan dengan cepat memperkenalkan Anda pada konsep-konsep inti Ilmu Data untuk mempersiapkan Anda mengikuti kursus Ilmu Data tingkat menengah dan lanjutan. Kursus ini berfokus pada matematika dasar, statistik, dan keterampilan pemrograman yang diperlukan untuk tugas-tugas analisis data yang umum. ",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/e4/9969c017f011e9ab95e949bb9aab53/iStock-897683944---crop.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
145,2023-12-16 16:47:23.175286+00,Foundations of Digital Marketing and E-commerce,https://www.coursera.org/learn/foundations-of-digital-marketing-and-e-commerce,Coursera,Digital Marketing,Google Career Certificates,"Beginner ",4.8,Berbayar,Pada akhir kursus ini  Anda akan dapat melakukan hal-hal berikut:Mendefinisikan bidang pemasaran digital dan e-commerce; Menjelaskan tanggung jawab pekerjaan seorang koordinator pemasaran digital dan analis e-niaga tingkat pemula (dan jabatan yang serupa); Merangkum bagaimana program ini akan membantu mempersiapkan Anda untuk berkarier di bidang pemasaran digital dan e-commerce; Mengidentifikasi peran dan fungsi yang dimainkan oleh pemasaran digital dan e-commerce dalam sebuah organisasi; Memahami perjalanan pelanggan dan fungsi peta perjalanan; Menjelaskan konsep corong pemasaran; Memahami elemen dan tujuan dari strategi pemasaran digital dan e-commerce.,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/9e/9107e215034966b3adb9c6a2ea4bed/1_Brittany.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
146,2023-12-16 16:47:23.175286+00,Foundations of Finance,https://www.edx.org/learn/finance/university-of-cambridge-foundations-of-finance,University of Cambridge,Economics & Finance,,Introductory,,,"Finance, Corporate Finance, Financial Management, Problem Solving",https://prod-discovery.edx-cdn.org/media/course/image/4b284afd-836e-4c53-b28e-6431a49f3d21-0e770694eb28.jpeg
147,2023-12-16 16:47:23.175286+00,Foundations of MedicalSpanish,https://www.edx.org/learn/spanish/universidades-anahuac-foundations-of-medical-spanish,Universidades Anáhuac,Language,,Introductory,,,"Communications, Spanish Language",https://prod-discovery.edx-cdn.org/media/course/image/c1f721ba-edfc-4ff2-a118-82f85fd8c711-cdf63fda090c.small.jpeg
148,2023-12-16 16:47:23.175286+00,Francés Introductorio,https://www.edx.org/learn/french/universidades-anahuac-frances-introductorio,Universidades Anáhuac,Language,,Introductory,,,"Writing, Communications, Latin, Restaurant Operation, Spanish Language, Teaching, Vocabulary, Grammar, Pronunciation, French Language",https://prod-discovery.edx-cdn.org/media/course/image/f83286c3-7121-462e-8815-341cfd657f70-b2d31eaf91df.small.jpeg
149,2023-12-16 16:47:23.175286+00,From Excel to Power BI,https://www.coursera.org/learn/from-excel-to-power-bi,Coursera,Data Science & Data Analysis,Keith Gibson,,4.4,Gratis,"Kami akan membantu Anda membangun pengetahuan dan keterampilan Power BI yang mendasar, termasuk: - Mengimpor data dari Excel dan lokasi lain ke dalam Power BI. - Memahami lingkungan Power BI dan tiga Tampilannya. - Membangun keterampilan tingkat pemula hingga menengah untuk menavigasi produk Power BI. - Mengeksplorasi hubungan yang berpengaruh dalam kumpulan data. - Merancang visual dan laporan Power BI. - Membangun dasbor yang efektif untuk berbagi, mempresentasikan, dan berkolaborasi dengan rekan-rekan di Power BI Service. Untuk mengikuti kursus ini, Anda akan membutuhkan: - Pemahaman dasar tentang proses analisis data di Excel. - Setidaknya akun berlisensi Power BI gratis, termasuk: - Aplikasi desktop Power BI. - Power BI Online di Microsoft 365. Durasi kursus kurang lebih tiga jam. Pembelajaran dibagi menjadi lima modul, modul kelima merupakan penilaian kumulatif. Desain kurikulum mencakup pelajaran video, pembelajaran interaktif menggunakan video tutorial singkat, tutorial cara, dan kesempatan latihan menggunakan DATASET KOMPLIMENTER. Audiens yang dituju termasuk mahasiswa bisnis, pemilik usaha kecil, asisten administrasi, akuntan, manajer ritel, estimator, manajer proyek, analis bisnis, dan siapa pun yang cenderung membuat keputusan bisnis berdasarkan data. Bergabunglah bersama kami dalam perjalanan ini!",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/9c/5d691a51e041d0b1adb306b4398212/Course-Logo-14-.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
150,2023-12-16 16:47:23.175286+00,Function in Python,https://myskill.id/course/function-in-python,Myskill,Data Science & Data Analysis,Muhammad Ihza Mahendra,,4.57,Berbayar,"Materi ini berfokus pada fungsi-fungsi dalam python. Materi yang dibahas seperti function argument, python recursion, dan anonymous function. Pada akhir sesi, akan dibahas pula mengenai global, local, and non-local variable.",https://image.myskill.id/elearning-poster/8HbtZmI6lT4ZOFOnXxwv/thumbnail.png
151,2023-12-16 16:47:23.175286+00,Fundamentals Data Analysis & Decision Making Models - Theory,https://www.udemy.com/course/data-analysis-decision-making-model-dashboards-using-excel/,Udemy,Data Science & Data Analysis,Manish Gupta,,4.0,Gratis,"After this course you should be able to handle the big data and draw conclusions out of it.You will be able to present data in form of beautiful interactive dashboard.You will Master Pivot Table, Charts, Slicer and Forecasting Techniques in Excel",https://img-b.udemycdn.com/course/240x135/1884782_ef6e.jpg
152,2023-12-16 16:47:23.175286+00,Fundamentals of Color and Appearance,https://www.coursera.org/learn/fundamentals-of-color-and-appearance,Coursera,Graphic Design,Tim Mouw,,4.5,Berbayar,"Dasar-dasar Warna dan Penampilan adalah kursus online interaktif, di mana Anda akan mendapatkan dasar yang kuat dalam ilmu warna dan penampilan. Dari fisika warna hingga pencahayaan, spektrofotometer, dan data warna, Anda akan belajar cara mengukur, melihat, dan mengkomunikasikan warna. Kelas ini dirancang untuk semua industri dan individu yang merupakan profesional kontrol dan jaminan kualitas, teknisi laboratorium, pemasok suku cadang, penentu produksi, desainer, dan siapa pun yang mengevaluasi atau menyetujui warna.",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/3d/67f1bf43f949c18f4b5199f8ec3d5b/training-seminar-foca.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
153,2023-12-16 16:47:23.175286+00,Fundamentals of FinancialMathematics and CapitalBudgeting,https://www.edx.org/learn/finance/new-york-institute-of-finance-fundamentals-of-financial-mathematics-and-capital-budgeting,New York Institute of Finance,Economics & Finance,,Introductory,,,"Capital Budgeting, Net Present Value, Finance, Financial Market, Mathematical Finance, Conceptual Framework, Calculations, Rate Of Return, Time Value Of Money, Annuities, Corporate Finance, Cash Flows",https://prod-discovery.edx-cdn.org/media/course/image/669905cf-e1eb-4a36-8d95-f6b6cfea1b2f-e412f02e016a.small.jpeg
154,2023-12-16 16:47:23.175286+00,Fundamentals of Graphic Design,https://www.coursera.org/learn/fundamentals-of-graphic-design,Coursera,Graphic Design,Michael Worthington,,4.8,Berbayar,"Desain Grafis ada di sekitar kita! Kata-kata dan gambar-blok bangunan desain grafis-adalah elemen yang membawa sebagian besar konten di dunia digital dan dunia cetak. Melalui contoh-contoh visual, kursus ini akan mengajarkan Anda prinsip-prinsip dasar desain grafis: pembuatan gambar, tipografi, komposisi, bekerja dengan warna dan bentuk ... keterampilan dasar yang umum di semua bidang praktik desain grafis. Saya tidak hanya ingin Anda menonton video seseorang yang berbicara tentang desain, saya ingin Anda MEMBUAT desain! Jika Anda ingin menjadi seorang desainer, Anda harus menjadi seorang pembuat dan komunikator, jadi kursus ini akan menawarkan banyak kesempatan untuk mengotori tangan Anda dengan latihan dan dengan proyek-proyek yang lebih praktis. Pada akhir kursus ini, Anda akan belajar cara mengeksplorasi dan menyelidiki representasi visual melalui berbagai teknik pembuatan gambar; memahami prinsip-prinsip dasar bekerja dengan bentuk, warna, dan pola; terpapar pada bahasa dan keterampilan tipografi; serta memahami dan menerapkan prinsip-prinsip komposisi dan kontras visual. Jika Anda menyelesaikan kursus ini, bersama dengan brief opsional (tetapi sangat disarankan), Anda akan memiliki seperangkat keterampilan desain grafis inti yang dapat Anda terapkan pada proyek Anda sendiri, atau untuk menyelidiki lebih dalam bidang khusus desain grafis. Untuk berhasil dalam kursus ini, Anda memerlukan akses ke komputer. Anda dapat menyelesaikan kursus ini tanpa komputer, tetapi akan lebih sulit. Akses ke, dan pengetahuan tingkat pemula tentang program Adobe Creative Suite, seperti Illustrator, Photoshop, dan InDesign akan membantu Anda, terutama jika Anda ingin menyelesaikan brief opsional.",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/dc/1d37b0e47f11e5a403f7dee24cfcd7/01.FUND_1200-x-1200_logo.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
155,2023-12-16 16:47:23.175286+00,Fundamentos de laTecnología Blockchain,https://www.edx.org/learn/blockchain/pontificia-universidad-javeriana-fundamentos-de-la-tecnologia-blockchain,Pontificia Universidad Javeriana,Economics & Finance,,Introductory,,,"Cryptocurrency, Business Modeling, Information Systems, Blockchain, Bitcoin",https://prod-discovery.edx-cdn.org/media/course/image/65f1baf3-b695-46d4-8909-5f04ae6ad0f7-20fa62e7ad2c.small.jpeg
156,2023-12-16 16:47:23.175286+00,Fundamentos deinformación financiera ycontable,https://www.edx.org/learn/financial-accounting/universidades-anahuac-fundamentos-de-informacion-financiera-y-contable,Universidades Anáhuac,Economics & Finance,,Intermediate,,,"Trial Balance, Accounting Regulations, Accounting, Balance Sheet, Finance, Comprehensive Income",https://prod-discovery.edx-cdn.org/media/course/image/6e599f57-f685-4676-a47a-86f16743e2a7-19ace3a9e745.small.jpg
